|ID|CLASE
108|5E8DD650D7BF5905|INDUSTRIAL
109|A07F04EC2B567BE7|PUBLIC
110|BFFAC7E19216C4E1|INDUSTRIAL
111|8590586912D3AE39|PUBLIC
112|4E6E7ADB162CEFC1|PUBLIC
113|7B7A1E974C984DE9|RESIDENTIAL
114|60AF84A72E67291D|OFFICE
115|43E54AAEA0EBA9DF|RETAIL
116|4CA4497DD20853EC|INDUSTRIAL
117|57DB592A0BBA2E90|INDUSTRIAL
118|7BA03146F04BBBD8|INDUSTRIAL
119|59C881D0458BB4A4|OFFICE
120|AD7B831A5E7B7E3C|INDUSTRIAL
121|4FA653530E9C9E15|INDUSTRIAL
122|D6AE4F243DDB029F|RETAIL
123|B13760C20A76C682|RETAIL
124|0DC447828D888912|INDUSTRIAL
125|7825AA6BC8BD2C8B|RETAIL
126|15B507D6C59B8716|OFFICE
127|C31A0E9ECEF4233F|PUBLIC
128|E0A2B29A42609A22|RETAIL
129|28CB21A186FACD81|INDUSTRIAL
130|472D9B4B20017CC0|RETAIL
131|5E611844B0C7B4C8|RESIDENTIAL
132|B114186CC57B5AC1|PUBLIC
133|E0EB276AD556F3DC|INDUSTRIAL
134|C9BA59B3380718D0|INDUSTRIAL
135|99CA770C8824EB88|INDUSTRIAL
136|A19438590C1AB407|OFFICE
137|E1F1967F20C49474|PUBLIC
138|D3BEF07225224C0B|INDUSTRIAL
139|C4300FA397B691CF|INDUSTRIAL
140|D75E141AE655072C|PUBLIC
141|102593426AF3359B|RESIDENTIAL
142|3BB95AEBCDD31863|RETAIL
143|75149F242DE541B5|INDUSTRIAL
144|FCDCBB9B710C090E|INDUSTRIAL
145|C81851F3B728DA50|RETAIL
146|B6F2D870630C059F|OFFICE
147|BE54C4E2456D1CC5|OFFICE
148|0C7D2A11032E957A|INDUSTRIAL
149|562D10557CF3D7F9|INDUSTRIAL
150|7CB6262857868E69|OFFICE
151|EC4B47900F87936A|INDUSTRIAL
152|35DC687ADED13684|INDUSTRIAL
153|5FED775BA6024B9C|OTHER
154|E3EBF058B15C86A8|RETAIL
155|7439DF79B7DE7324|INDUSTRIAL
156|37AEBF7896ACF8BE|RETAIL
157|0178E3C41A39E971|INDUSTRIAL
158|76526A50B7EFA3AE|PUBLIC
159|6A995F01488E8803|RESIDENTIAL
160|6131FD006166F459|RESIDENTIAL
161|3CEC0B2337AC29ED|INDUSTRIAL
162|02D2CBC0D5692608|INDUSTRIAL
163|F084F810DB6B070F|INDUSTRIAL
164|7AB9C0D68E9CB3BC|RETAIL
165|48349F76388CCD1C|INDUSTRIAL
166|7226447FEFA41D56|INDUSTRIAL
167|8085225B4C0B714E|RETAIL
168|5F81033132CB1963|OTHER
169|1A6F642D0BE5F74A|INDUSTRIAL
170|9A232F16748EE257|OTHER
171|919A81FDA7F272BB|INDUSTRIAL
172|3A32158663452548|AGRICULTURE
173|FEA4B4B6F5ACFE38|INDUSTRIAL
174|636E7ABC43376E6B|OFFICE
175|A25CC89FC420C83F|INDUSTRIAL
176|6CB06879C2924D5E|OFFICE
177|538B598C86C76F9E|RETAIL
178|2A76A85AF06E950F|AGRICULTURE
179|462FB3A79BA86A05|RESIDENTIAL
180|5C042D15205D8142|RETAIL
181|D34D72196FC3ACC3|PUBLIC
182|D768E36FC91FC16C|INDUSTRIAL
183|6CC5C6BA356DA7AF|INDUSTRIAL
184|36BD9828EED2882F|AGRICULTURE
185|BE4D803A681B144C|INDUSTRIAL
186|67FA9F847C13C10B|INDUSTRIAL
187|99D437159F93DFEE|INDUSTRIAL
188|AAE9673E34A2D17B|RETAIL
189|6D1EC9FDFE5760B5|OFFICE
190|0292822C72AFEFF9|INDUSTRIAL
191|398B33FD1E9C4D4C|RETAIL
192|2D207864CA260B36|OTHER
193|4A6681144C28619B|INDUSTRIAL
194|11AE07A7214D2D5A|PUBLIC
195|3C34A888E4AE26D2|INDUSTRIAL
196|C438CD5AC30EF990|INDUSTRIAL
197|A4169A2F8C48273A|INDUSTRIAL
198|15AD7E3244C195CA|INDUSTRIAL
199|E80DC9D18C7A7709|INDUSTRIAL
200|5E3CCBEB08A4388D|INDUSTRIAL
201|921287C295BB2338|PUBLIC
202|29A8DA52066BB3DE|INDUSTRIAL
203|A67A30FF132A72F5|OTHER
204|9A2B71107460260E|OTHER
205|82A9B59D31F8F574|OFFICE
206|BAFB38B1A8CD782D|INDUSTRIAL
207|555357F0CD000F73|RETAIL
208|3E1C7E82EC25C968|INDUSTRIAL
209|CD27C0A968116084|INDUSTRIAL
210|407AB0DDC99A6477|RESIDENTIAL
211|EC93F1B6AB85FB0E|RETAIL
212|1EC6E4BA5401AB28|INDUSTRIAL
213|CCE337C049B5E1C5|PUBLIC
214|D831505A88EE15BD|OFFICE
215|1F78C4914CE1AE32|OFFICE
216|814F89FB2B192594|INDUSTRIAL
217|8598F50411DCD75B|INDUSTRIAL
218|0BC09503E93CD238|RETAIL
219|A8BE55806CC06F1D|INDUSTRIAL
220|E0B2238016439A55|INDUSTRIAL
221|97D4CF381EABFFDD|INDUSTRIAL
222|ED90BF9C43A52DB1|RETAIL
223|94C68A5A80B4BC71|INDUSTRIAL
224|51B333CD7484CE02|INDUSTRIAL
225|2C43C30714E0F354|RETAIL
226|2CAC76A05C047D3B|OFFICE
227|5DA78DFDA9C60C69|AGRICULTURE
228|5A23C2FAC05BC61E|INDUSTRIAL
229|44B5174BA3D20304|INDUSTRIAL
230|142977DB251F65D8|OFFICE
231|821780CB95137E6C|RETAIL
232|BC7C632C542DF634|OTHER
233|80F3EAD82B38DC32|PUBLIC
234|47A2C02EE9EE37C5|RESIDENTIAL
235|4C0AB9A209D9135C|INDUSTRIAL
236|AFEB48DD0ABF1458|INDUSTRIAL
237|CDFEAF0A24B111A8|OTHER
238|D68BCD632BCFAE1A|INDUSTRIAL
239|B232D9622D232AA3|RETAIL
240|AF34AE19632D7DB7|OFFICE
241|B70FA6F8F9E1F7E3|INDUSTRIAL
242|110503FD25261EC3|AGRICULTURE
243|37E4070D96AA3498|OFFICE
244|4C4D90C06609A517|OTHER
245|4EBFB29C0A4D3A35|RESIDENTIAL
246|6FCC2F942F7A617A|PUBLIC
247|7BAF150C0084D043|INDUSTRIAL
248|216D671CB1D25BA4|OFFICE
249|299477E721DCA4B6|AGRICULTURE
250|E69E53A7529CE06F|RESIDENTIAL
251|C229407BBA46B327|OTHER
252|FE0D6F1950A0C8A4|INDUSTRIAL
253|CBF54AB893D97970|INDUSTRIAL
254|226C92574A0E08F3|RETAIL
255|6ACB60794A2D4E|OFFICE
256|90F660722504506A|RETAIL
257|BA141CF4BDC9A1EC|OFFICE
258|8CD9DD71F7F538AD|RETAIL
259|74798813C2C0F956|INDUSTRIAL
260|A93B3875843C4B32|OFFICE
261|2862F6D31AE1E1D4|INDUSTRIAL
262|B2DFF3A90DB4F2F8|RESIDENTIAL
263|CB64A2285181F28C|INDUSTRIAL
264|24A1BBB6F65C1300|INDUSTRIAL
265|7E01BD99ED27FEFA|INDUSTRIAL
266|0713DC522D419122|RETAIL
267|64CF07D6F009481E|INDUSTRIAL
268|6A44FF72A7A98D8D|RETAIL
269|662F9C7D107066|RESIDENTIAL
270|42B54AF4596F0E47|INDUSTRIAL
271|C09FAB779A6E3F2F|INDUSTRIAL
272|49714279AB0670CA|INDUSTRIAL
273|2FDE0D13C211000C|OTHER
274|0825D5FEE8C780E6|INDUSTRIAL
275|592938C72D223B98|INDUSTRIAL
276|AAAF53BD9543CDE0|AGRICULTURE
277|C4DB431D973A5DC5|OFFICE
278|F550239E4025E757|RETAIL
279|37FB9F4B74FA5231|INDUSTRIAL
280|28F773B5AAB795D8|INDUSTRIAL
281|CAFE6938181D03B8|INDUSTRIAL
282|9A7459826A6C16B2|PUBLIC
283|89F8E30E9339B5EA|PUBLIC
284|7E601230EB9F4031|INDUSTRIAL
285|4DC6F76213E48EDB|INDUSTRIAL
286|B299050D5FC66E06|PUBLIC
287|AF75B4561246CBDB|OTHER
288|E414EC1296A5E3A9|INDUSTRIAL
289|BAB97519E156F044|RETAIL
290|2C33FFCD061C18A3|RESIDENTIAL
291|11FB553C1E3A8990|INDUSTRIAL
292|9EB8AB1B7842982A|INDUSTRIAL
293|8E4A01B328993F88|INDUSTRIAL
294|753EE791D484E9A5|INDUSTRIAL
295|21B0E329745A1A1D|RESIDENTIAL
296|8FF051313236F19F|INDUSTRIAL
297|5AEB0FF13EB279F6|INDUSTRIAL
298|6176C77BC26E6950|AGRICULTURE
299|A18059F2D1BD11C6|INDUSTRIAL
300|0A7462D3C8D1B9AB|OFFICE
301|79BBE21892868648|INDUSTRIAL
302|15A8B9223C8D2B88|PUBLIC
303|A5CB814E53833730|RETAIL
304|582EA131128F42EF|OFFICE
305|1982A28167B345B0|OFFICE
306|D512E8A227B41CE0|RETAIL
307|169CA8A8C8E26A53|INDUSTRIAL
308|F8ECB1850C5CCDAC|INDUSTRIAL
309|1A18D8981ADF5B3B|PUBLIC
310|657FEAE0775C8747|OFFICE
311|A976343E5CAB9613|INDUSTRIAL
312|446180F117D9B951|RETAIL
313|693771E6B0D912AE|INDUSTRIAL
314|0572DF2991A7D453|OFFICE
315|3DF4CA73416432A1|PUBLIC
316|074CD0CBCD3ABAB3|RESIDENTIAL
317|E439C74D19AF98|OFFICE
318|193009CA7B596B1E|PUBLIC
319|FD51FF63253E1685|OFFICE
320|9A0BB64E2E7A2AC8|RESIDENTIAL
321|4189B6FC7EEF6E31|OFFICE
322|987C0A306999067F|RESIDENTIAL
323|79CEE0428F1DCF09|RETAIL
324|5096C57D75BFF1E7|RETAIL
325|96B2AD738D89379A|OTHER
326|5543A7B1E504B05D|INDUSTRIAL
327|D6FF78BED1175645|PUBLIC
328|AB84F30DD0FA8B41|AGRICULTURE
329|B1D4DA68686AC67C|INDUSTRIAL
330|35529A93BD62A3E5|INDUSTRIAL
331|5257D742A12CAC75|INDUSTRIAL
332|BCEEEB4B2188E639|PUBLIC
333|1B75357243B5758A|INDUSTRIAL
334|324C503656786A9D|INDUSTRIAL
335|47F30C4E5A7C4A76|INDUSTRIAL
336|333D4818AA8644A7|PUBLIC
337|8E8913FD13E4962C|PUBLIC
338|F96B700A3E7C7E21|OFFICE
339|CF67D53BE0BE93EC|OFFICE
340|8B05AF2E29A9F6D3|INDUSTRIAL
341|EBC9A3B54309C396|RESIDENTIAL
342|820A46EFD9887E04|INDUSTRIAL
343|E6D85F18231E5952|OTHER
344|7764C56DC9CBC99D|INDUSTRIAL
345|33D742F934E8D643|INDUSTRIAL
346|48C91ED4676CA03D|PUBLIC
347|5667A68D49DF31AF|PUBLIC
348|B8CF0BA18D757366|INDUSTRIAL
349|8D279344B53B5168|OTHER
350|617E9360298C1E88|OFFICE
351|AF78B729032780C0|PUBLIC
352|932919EE12ABD723|OFFICE
353|86073C4D7EC8D110|INDUSTRIAL
354|B9977204F60B5D7D|INDUSTRIAL
355|95EEA3C387C16010|RETAIL
356|F8F316E94E53EEC0|INDUSTRIAL
357|7DA623387A55EB2F|INDUSTRIAL
358|E4A4BD8EBE6A9E2C|INDUSTRIAL
359|E47AE7AFA91CBC65|INDUSTRIAL
360|8777C9A802D39E63|INDUSTRIAL
361|A0A7A479358EB5B7|PUBLIC
362|EB3F071E2FDC1537|PUBLIC
363|0C5EF20FB7FB515F|PUBLIC
364|688C7E7243E2C65C|RETAIL
365|FC57D1BD9C1B7D4E|INDUSTRIAL
366|9BD3F5452DCBB825|PUBLIC
367|14AF84E308DD3045|OFFICE
368|7BBDB521C4404595|OFFICE
369|CEB4A3875C4F28AF|INDUSTRIAL
370|C3546B1F63D0B401|INDUSTRIAL
371|30514CF001720738|RETAIL
372|1AE373DBF84CE897|INDUSTRIAL
373|DEE6141070AB49AB|PUBLIC
374|F126DC1547E7CA3F|RETAIL
375|790915F15214A08F|OFFICE
376|5ABD47A2F26084AE|OFFICE
377|6BCB80C92B01110D|RETAIL
378|E284E0856C7C54C3|PUBLIC
379|F726A112DD11BE9E|INDUSTRIAL
380|36E31CAAAFD1729E|PUBLIC
381|D76D64390FB62F7F|OTHER
382|B047E2CD9A8D2A93|RESIDENTIAL
383|0B235689C18A5ABC|INDUSTRIAL
384|1B6E3C3321C271FF|INDUSTRIAL
385|9AFEC59CBA2D125F|INDUSTRIAL
386|6B7C52DD51CDD7B1|AGRICULTURE
387|D5714A4F056DB0F0|INDUSTRIAL
388|DC4EB3DE6657F093|INDUSTRIAL
389|8244F8CC47D1C541|INDUSTRIAL
390|E3F4F73087F3E9E8|PUBLIC
391|B4E60C94197BA89C|RETAIL
392|51BC593F8415D14C|RESIDENTIAL
393|0FF41681FFFA818D|PUBLIC
394|58FF8C0AC7DB5AF5|INDUSTRIAL
395|053E318BCE23EBC4|RETAIL
396|3CDB6309C281D4DF|INDUSTRIAL
397|11B95BE6B2FA9A92|PUBLIC
398|FAB0722651C2F30A|PUBLIC
399|E259756FCEE671F1|RESIDENTIAL
400|706DF3E0A38C736E|PUBLIC
401|1F80C68C5F3A9349|OTHER
402|A2A1313B9E089F87|AGRICULTURE
403|B5EAE195CE4BFE8B|PUBLIC
404|1C8BBF98963EF75A|OFFICE
405|F1FF4E8AAFF34B16|RETAIL
406|5B21AA9421F4A43A|PUBLIC
407|2A072190CFC287B2|INDUSTRIAL
408|5DCC28AD4C968327|RESIDENTIAL
409|FC9F6E36EBF2D5C2|PUBLIC
410|91D9E0068B493887|OFFICE
411|58BC7961C40C8B43|RETAIL
412|3ACFBB5DC15766ED|INDUSTRIAL
413|F17B124C58394513|INDUSTRIAL
414|2146D900DE65D4C7|INDUSTRIAL
415|BB5AD50ACAFFDA8C|PUBLIC
416|D137489CE4D3F98B|OTHER
417|505A4226A6C26D8B|RETAIL
418|CBCAC8FE3E478DCC|INDUSTRIAL
419|CCBDBB087D20D35C|RETAIL
420|9CA6C6EEC518CD3C|PUBLIC
421|473A3AA7930F5422|AGRICULTURE
422|8102FDDA51CD40AA|OFFICE
423|70E16CD4081DDC3D|OTHER
424|8154E48DC556EC6A|PUBLIC
425|8211001677B4041B|OTHER
426|BAD58F59A75DE06D|PUBLIC
427|FE74737713DEF275|OFFICE
428|6A233073C35C157B|INDUSTRIAL
429|41D505FCA2590AB1|INDUSTRIAL
430|B71F5C7CB0B4DE93|INDUSTRIAL
431|39606DA8CB9C6844|RETAIL
432|6BCB1787BDD49CF9|INDUSTRIAL
433|686D20BE6F3CB08A|OFFICE
434|0BB47E8B6131BA56|INDUSTRIAL
435|50842CE5078B7FED|RETAIL
436|86C9C9854B879A9D|INDUSTRIAL
437|2581F5E61CC30809|OFFICE
438|85079BF2B90BA0EC|OTHER
439|6E8FF57D08E062E7|PUBLIC
440|A9E158D96A2AF980|OFFICE
441|A3E87AA4A8464E6E|INDUSTRIAL
442|38239B4E4F073789|OTHER
443|F95797C7187C17A2|OFFICE
444|6A047290BBA99D72|RESIDENTIAL
445|0FA63D733AD890F3|OTHER
446|A5204AEEF320C1C8|INDUSTRIAL
447|FAB629DD57902673|PUBLIC
448|ADF39C6DC9CFAD36|RETAIL
449|250C946D1E69643D|INDUSTRIAL
450|2E71038B28610921|AGRICULTURE
451|AFDC3813D45BDA3E|OTHER
452|BC435D4801D8A862|INDUSTRIAL
453|30AAE5CCD11A78A0|INDUSTRIAL
454|C93C7E5C8306EA07|AGRICULTURE
455|24B5758AAA28701F|OTHER
456|D0DE917F247B32D3|INDUSTRIAL
457|A018C5EDD2AF47BE|OTHER
458|82591D96184B2B96|OFFICE
459|934F96D43EFF9D99|RETAIL
460|FF542CA2CE8794EE|RETAIL
461|DE6FE4B175FCD0A9|OFFICE
462|3E2C5E67CB0C596F|RETAIL
463|2EBAC379197CC2D1|PUBLIC
464|409A8DD6B0BEF627|PUBLIC
465|9D89FF46C25307B3|INDUSTRIAL
466|64C5EB3BDF4A4615|INDUSTRIAL
467|A2D8ACB41446DBB8|INDUSTRIAL
468|F593E2440B4A31E3|INDUSTRIAL
469|A770421B40E9A5B4|OTHER
470|0EB4EEA4FCCA402D|RETAIL
471|58021923FCC60196|RETAIL
472|D3C52329DBF4FFA0|INDUSTRIAL
473|D799D870E1D88901|INDUSTRIAL
474|38F4546480BBF0A2|RESIDENTIAL
475|A2402AAEA4680A5C|RETAIL
476|32AD897837F488EF|INDUSTRIAL
477|DD8391E1921AD333|INDUSTRIAL
478|8BBB935D554B963D|INDUSTRIAL
479|A316731BB54F8B5B|OFFICE
480|1F717C8B448985F7|PUBLIC
481|1E1E9C1ED7A9F01B|RETAIL
482|EF6DD7040CEC8A55|AGRICULTURE
483|713B57AFA2218C0F|INDUSTRIAL
484|1CC47DF91894BCCC|OFFICE
485|D7B7A9CA7C3F6673|INDUSTRIAL
486|D0293149814D9CA5|RESIDENTIAL
487|BDD9DD54529EAA77|INDUSTRIAL
488|39D1B300E9965DDA|OTHER
489|6D433916C246636F|RESIDENTIAL
490|6EC24C591B7A3339|INDUSTRIAL
491|531536F65FC883D6|OFFICE
492|3218189B4E417237|INDUSTRIAL
493|708AE93F5B45BBDA|PUBLIC
494|7ABDCD681372217F|OFFICE
495|86B17ECA90BA9DA7|INDUSTRIAL
496|80D8F67594A17349|PUBLIC
497|165582C46D3EC4C8|INDUSTRIAL
498|8E3F9A6AFDC76BF1|OFFICE
499|B190F5E37FB2CD03|INDUSTRIAL
500|1FF1469F4612B363|RETAIL
501|6F05F9B84D980BEA|INDUSTRIAL
502|D01B930894BF1760|OFFICE
503|BA16377CB4ADD059|INDUSTRIAL
504|243717E5493D0220|OFFICE
505|29B9B192EF5D6E95|INDUSTRIAL
506|975D8DC6106AC900|OTHER
507|05AA96F39418E841|INDUSTRIAL
508|1D9C858EBE01208C|AGRICULTURE
509|3CB2A92E7420EDD4|INDUSTRIAL
510|038E18D341EC70A5|INDUSTRIAL
511|334962C02013B4DC|INDUSTRIAL
512|27E8ACDA9E424D13|OFFICE
513|1428804C4CCF502A|INDUSTRIAL
514|631E12FBFB99E770|INDUSTRIAL
515|AEA52A143C6717ED|INDUSTRIAL
516|EC8C9DE755AB05A7|INDUSTRIAL
517|4882B7A646515F10|INDUSTRIAL
518|9DD6A669DD5552F9|INDUSTRIAL
519|F6B78E6D9387F21A|RETAIL
520|D2682CE1E300E86F|AGRICULTURE
521|31CB0D5E43CB509A|RESIDENTIAL
522|788B0EC335401B8B|RETAIL
523|A25733CD7D7EBB08|PUBLIC
524|FDFC77D93BBA1D81|RESIDENTIAL
525|8336363C181DDC2B|INDUSTRIAL
526|6E866D359120002A|AGRICULTURE
527|DE50683783CF6286|OFFICE
528|EF9DA121E0F155BF|INDUSTRIAL
529|DDAC5E1EEF439881|INDUSTRIAL
530|4FABF951EB62F54D|RETAIL
531|D55C26EAFEC45412|OFFICE
532|916BCBC82838119B|PUBLIC
533|814A2B47111A24E7|RETAIL
534|AF1C6324B4E5D1A9|RETAIL
535|4B32AED5893A2675|RETAIL
536|E762AA4BF2D9925B|OFFICE
537|363A4694D596B840|INDUSTRIAL
538|345CB485D03C9709|OFFICE
539|22738C4AF246C44F|INDUSTRIAL
540|F0A4BD80C7F242BD|INDUSTRIAL
541|FB39B04AE86C2C5C|INDUSTRIAL
542|54F1F155F5F4C153|INDUSTRIAL
543|3F042EA2EF2DC73F|RESIDENTIAL
544|EF7ED903A971A0BD|OTHER
545|F67B4BF696EA6EB6|PUBLIC
546|D04734226B38A837|OFFICE
547|3457943A6616A8C2|RESIDENTIAL
548|309959B89EE15E01|RESIDENTIAL
549|C16AD50A87663CBF|INDUSTRIAL
550|C40BC1D5ED9B759A|INDUSTRIAL
551|C7DEF2EBDC0E9273|RESIDENTIAL
552|CCD23E8FC52B0D4A|INDUSTRIAL
553|A1CF1C83DD58F676|OFFICE
554|216853582B3D22C3|PUBLIC
555|3AA0B4C537B42EEB|OFFICE
556|44264408E4439B53|RETAIL
557|994D86B4B29D599A|PUBLIC
558|35EF23EAAD4E3019|INDUSTRIAL
559|2EDE1665B5FA60B7|INDUSTRIAL
560|D7B404EE0920263C|OFFICE
561|B1CDD64C7D71E73A|RESIDENTIAL
562|F17A8B8CB71D5DA0|RESIDENTIAL
563|9446CD2CC774370D|PUBLIC
564|D5E82F138AFF3355|INDUSTRIAL
565|1A43DC8839622D28|PUBLIC
566|2ED3824E781DC41E|INDUSTRIAL
567|917255276189934B|INDUSTRIAL
568|0A3F3352550C1AAE|RETAIL
569|CAF42A91B4FE3C97|INDUSTRIAL
570|670E92EF6365CA72|OTHER
571|31510E976589F4E9|PUBLIC
572|AD9FB84960C86BFF|RETAIL
573|E29EA4FC2808DFDE|PUBLIC
574|DEE2967D6D2990F9|INDUSTRIAL
575|F24C544E04BE7CB5|OTHER
576|A70CD66A4D471443|PUBLIC
577|B7B8E4A8F10DC0BC|INDUSTRIAL
578|D583BF37A40FD5FE|RESIDENTIAL
579|1F38593D70BFE31F|INDUSTRIAL
580|44495ACEE08547AE|OFFICE
581|FF4C9B8B2A53039F|RETAIL
582|2CF15590EBBC9A20|INDUSTRIAL
583|F6A86ED81FC6E3D1|RESIDENTIAL
584|30142C050A96F0A3|PUBLIC
585|EFECD07F3FCB3B2F|OFFICE
586|72DD5FDA33971E26|INDUSTRIAL
587|BC31318C9901F5C8|OFFICE
588|CD3DC81BB402BC|OFFICE
589|A2374DB501A2DE31|INDUSTRIAL
590|66D0C1A5ED410C39|OFFICE
591|95053A88F57C767D|PUBLIC
592|AC44F2D90BBDFE9B|OTHER
593|D2F30EE29BBF436E|INDUSTRIAL
594|6C406647CE043AE2|AGRICULTURE
595|8E0B2B2AFE5FFBB2|PUBLIC
596|CA8773FAB9DAA1D3|RESIDENTIAL
597|D1DAC82A6F5FC0D8|PUBLIC
598|77F0A10396176716|INDUSTRIAL
599|7BEF5C23DFEA9146|OFFICE
600|5959EB0FDCBF0E46|INDUSTRIAL
601|F93D656B4070DDB1|OFFICE
602|3AD6D130AEC1894B|PUBLIC
603|2290E49230A5A2E6|INDUSTRIAL
604|B5C6E0C6D2B09444|INDUSTRIAL
605|06D8C0AB48D935A8|OTHER
606|1ED87729F6808404|OFFICE
607|AB5DC298D116639A|RESIDENTIAL
608|A8D716F3B859B4D1|OFFICE
609|7BA01D057E83AF44|INDUSTRIAL
610|B6470CE3EA39047D|RETAIL
611|795AA09EE8B3907A|PUBLIC
612|94E013A1BA51D251|PUBLIC
613|6903D799461A4211|INDUSTRIAL
614|77DEE074A7A7BCA0|INDUSTRIAL
615|D75C30168F6F3C47|PUBLIC
616|9D210B4F6A8185CB|OFFICE
617|9D3F995BD33CAF43|OFFICE
618|926C056349220B36|INDUSTRIAL
619|14BDB98C3CA21D9C|RETAIL
620|881ED1D97A2C5102|INDUSTRIAL
621|B416C1CBCC37BCFE|INDUSTRIAL
622|76C299C779D4135C|RESIDENTIAL
623|3D9F9DB903BD4BAA|OTHER
624|EEAC964DE2B2D761|INDUSTRIAL
625|EE0FAEA60DA0D38C|PUBLIC
